Gender,SeniorCitizen,Partner,Dependents,Phone Service,Multiple Lines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,SatisfactionScore,CLTV,HasInternet
1,0,0,1,1,0,1,0,1,0,0,0,Month-to-month,0,Mailed check,0,20,1,3,Offer E,4,4648,1
1,1,1,0,1,0,0,0,1,1,0,1,Month-to-month,1,Credit card (automatic),0,78,0,8,Offer E,5,4537,1
0,0,0,0,1,0,0,1,0,0,1,0,Month-to-month,1,Mailed check,0,37,0,5,Offer E,4,2689,1
0,0,1,1,1,1,1,0,1,1,1,1,Two year,0,Mailed check,0,49,2,72,Offer A,4,5246,1
0,0,1,0,1,1,1,1,1,1,1,1,Two year,0,Credit card (automatic),0,27,0,54,,3,5907,1
1,0,1,0,1,1,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),0,57,0,72,Offer A,4,6450,1
1,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,73,0,1,Offer E,3,4576,1
1,0,1,1,1,1,0,0,1,0,0,0,Two year,1,Credit card (automatic),0,53,1,69,Offer A,4,4072,1
0,0,0,0,1,0,1,1,0,0,0,0,Two year,0,Credit card (automatic),0,58,0,48,,4,4975,1
0,0,1,0,1,1,0,0,0,1,0,1,Month-to-month,1,Electronic check,0,54,0,8,Offer E,3,4969,1
1,0,1,0,1,1,1,1,1,1,1,1,Two year,1,Mailed check,0,59,0,71,Offer A,3,5529,1
1,0,1,0,1,0,1,1,0,0,1,1,One year,1,Credit card (automatic),0,40,0,67,Offer A,3,4078,1
1,0,1,1,1,1,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),0,28,2,34,,3,5789,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,53,0,3,Offer E,5,4764,1
0,0,1,0,1,0,0,1,0,1,1,0,One year,1,Mailed check,0,37,0,9,,3,2205,1
1,0,1,1,1,0,1,1,1,0,1,1,One year,1,Bank transfer (automatic),0,23,3,71,Offer A,4,6101,1
1,0,0,0,1,1,0,0,0,1,1,0,Two year,1,Credit card (automatic),0,34,0,57,,5,5076,1
1,0,0,0,0,0,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,36,0,72,Offer A,3,4921,0
0,1,1,1,1,0,1,0,1,1,1,1,Month-to-month,1,Electronic check,0,79,3,48,,3,3847,1
1,0,0,0,1,0,0,0,0,0,0,0,One year,0,Mailed check,0,28,0,18,Offer D,5,5586,0
1,0,1,1,1,1,0,0,1,1,1,1,One year,1,Credit card (automatic),0,20,2,43,,5,3927,1
0,0,1,0,1,1,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,62,0,72,Offer A,3,5197,1
1,0,1,0,1,1,0,0,0,1,1,1,One year,1,Bank transfer (automatic),0,61,0,35,,4,4719,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,28,0,4,,5,4676,0
0,0,1,1,1,1,0,0,0,0,0,0,Two year,0,Mailed check,0,23,2,49,,3,5616,0
0,0,1,1,1,1,1,1,1,0,1,0,Two year,0,Bank transfer (automatic),0,61,2,71,Offer A,4,4080,1
1,0,1,1,1,0,0,0,0,0,1,1,Month-to-month,0,Electronic check,0,44,1,11,Offer D,5,2004,1
1,0,1,0,1,1,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,39,0,63,,3,5004,1
0,1,0,0,1,1,0,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),0,69,0,65,,4,4168,1
0,0,0,1,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,60,3,49,,4,4784,0
0,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,30,2,4,,4,2951,0
0,0,1,0,1,1,0,1,1,1,1,1,One year,0,Credit card (automatic),0,21,0,72,Offer A,4,4807,1
0,1,1,0,1,0,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),0,68,0,26,,3,3935,1
0,1,1,0,1,1,0,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),0,70,0,35,,5,3199,1
0,0,0,0,1,1,0,1,0,1,0,1,One year,0,Electronic check,0,47,0,57,,4,4507,1
1,0,1,1,1,1,0,1,0,0,0,1,Month-to-month,0,Electronic check,0,52,2,28,,3,2434,1
0,0,1,0,1,1,0,0,0,0,0,0,One year,1,Mailed check,0,56,0,25,,5,3428,0
0,0,1,0,1,0,1,0,1,0,1,0,One year,1,Credit card (automatic),0,49,0,47,,4,3404,1
0,0,1,1,1,1,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),0,35,1,57,,3,4491,1
1,1,1,0,1,1,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),0,69,0,16,Offer D,4,3739,1
1,0,0,0,1,0,1,0,1,0,0,0,Month-to-month,1,Mailed check,0,24,0,5,,3,2612,1
1,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,48,2,72,Offer A,3,5092,0
0,0,1,1,0,0,1,0,1,0,0,1,One year,0,Credit card (automatic),0,43,3,48,,3,5269,0
0,0,1,0,1,1,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),0,46,0,68,Offer A,3,5782,1
0,0,0,0,1,1,1,0,0,1,1,1,Month-to-month,0,Bank transfer (automatic),0,22,0,30,,4,5503,1
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,0,61,0,3,,4,4047,1
0,1,0,0,0,0,1,0,1,1,0,0,Two year,0,Mailed check,0,75,0,14,Offer D,4,3162,0
0,0,0,1,1,0,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),0,57,2,4,,5,4462,0
0,0,1,1,1,1,0,1,1,0,0,1,Two year,1,Credit card (automatic),0,58,2,71,Offer A,5,4865,1
1,0,1,0,1,1,0,0,0,0,0,0,One year,0,Mailed check,0,43,0,8,,5,2028,0
1,0,1,1,0,0,1,0,1,0,0,0,Month-to-month,0,Bank transfer (automatic),0,24,1,61,,3,6495,0
1,0,1,1,1,1,0,1,1,1,0,0,Two year,0,Bank transfer (automatic),0,31,3,72,Offer A,3,4461,1
0,0,0,0,1,1,0,0,0,0,1,0,Month-to-month,1,Electronic check,0,29,0,5,,4,4456,1
0,0,0,0,1,0,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),0,37,0,49,,3,5075,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),0,28,0,8,Offer E,4,5498,0
1,0,0,0,1,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,0,60,0,3,Offer E,5,4203,1
1,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,53,3,9,Offer E,3,4406,0
1,0,1,1,1,0,1,1,0,0,0,0,Two year,1,Bank transfer (automatic),0,42,2,67,Offer A,4,6005,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,36,0,46,Offer B,5,3150,1
0,0,1,0,1,1,1,1,1,0,0,1,One year,0,Mailed check,0,23,0,67,Offer A,4,4931,1
0,0,1,0,1,0,0,0,0,0,0,0,One year,0,Electronic check,0,54,0,55,Offer B,3,4888,0
1,0,1,0,1,1,1,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),0,54,0,33,,3,4959,1
1,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,64,1,62,Offer B,5,6444,0
1,0,1,1,0,0,1,0,0,0,0,1,Month-to-month,1,Electronic check,0,24,2,49,Offer B,4,4810,0
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,37,0,1,Offer E,4,5479,1
1,0,1,0,1,1,0,1,1,0,0,0,Month-to-month,1,Electronic check,0,37,0,14,Offer D,5,4965,1
1,1,0,0,1,1,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),0,75,0,18,Offer D,4,3728,1
0,0,1,0,1,1,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,43,0,72,Offer A,3,4743,1
1,0,0,0,1,1,1,0,1,1,0,1,Two year,0,Credit card (automatic),0,38,0,64,Offer B,4,5213,1
1,0,1,0,1,1,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,29,0,69,Offer A,4,5532,1
0,0,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,30,0,1,Offer E,3,5249,0
1,0,1,1,1,1,1,1,1,1,1,1,Two year,0,Credit card (automatic),0,48,3,71,Offer A,3,6291,1
0,0,1,1,1,0,0,0,0,1,0,0,One year,1,Credit card (automatic),0,34,2,66,Offer A,3,5232,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,32,0,2,Offer E,5,3954,0
0,1,1,0,1,0,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,67,0,71,Offer A,3,5011,1
1,0,0,0,1,0,0,1,0,0,1,0,One year,1,Electronic check,0,29,0,11,Offer D,3,2738,1
1,0,0,1,1,0,1,1,0,0,0,0,Month-to-month,1,Electronic check,0,52,2,47,Offer B,3,5491,1
1,0,1,1,1,1,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),0,57,1,60,Offer B,4,6237,1
1,0,0,0,1,0,0,0,0,0,0,0,One year,0,Mailed check,0,22,0,11,Offer D,4,5825,0
0,0,0,0,0,0,1,1,0,1,0,0,One year,0,Credit card (automatic),0,47,0,29,,3,5103,0
1,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,23,9,21,Offer D,5,4302,0
1,1,1,0,1,1,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),0,65,0,48,,4,3594,1
0,0,0,1,0,0,0,1,0,0,0,0,Month-to-month,0,Mailed check,0,44,3,3,,3,5880,0
0,0,1,1,1,0,0,1,0,0,0,0,Month-to-month,0,Mailed check,0,41,2,43,Offer B,4,5284,1
1,0,0,0,1,1,0,1,1,0,1,1,Month-to-month,0,Electronic check,0,34,0,5,Offer E,3,4024,1
0,0,0,0,1,0,0,0,0,0,0,1,Month-to-month,1,Electronic check,0,63,0,1,Offer E,4,5286,1
1,0,1,1,1,1,1,0,1,1,1,1,One year,0,Electronic check,0,57,3,71,Offer A,4,5280,1
0,0,1,0,1,0,0,0,0,0,0,0,One year,0,Electronic check,0,20,0,8,Offer E,4,5698,0
1,0,0,0,1,1,0,0,0,0,1,0,Month-to-month,1,Electronic check,0,38,0,8,Offer E,3,3003,1
1,0,0,0,1,1,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),0,38,0,20,Offer D,4,2927,1
1,0,0,0,1,1,0,1,0,0,0,0,One year,1,Credit card (automatic),0,44,0,71,Offer A,4,5466,1
0,1,1,0,1,1,0,0,1,0,1,0,One year,1,Electronic check,0,67,0,31,,3,2364,1
0,1,1,0,1,1,1,1,0,0,0,1,One year,0,Credit card (automatic),0,74,0,38,,4,5148,1
0,0,1,1,0,0,0,1,0,0,0,0,Month-to-month,1,Mailed check,0,31,2,2,Offer E,3,4387,0
0,0,1,0,0,0,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),0,24,0,12,Offer D,3,2873,0
0,0,0,1,1,0,1,0,1,1,0,1,Month-to-month,0,Bank transfer (automatic),0,46,1,9,,3,2267,1
1,1,0,1,1,0,0,1,0,1,0,0,Month-to-month,1,Electronic check,0,72,1,11,,4,4143,1
1,0,0,1,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,46,1,6,,3,2276,0
0,0,1,0,1,0,1,1,1,1,1,1,One year,1,Bank transfer (automatic),0,50,0,71,,3,5643,1
0,0,1,1,1,1,1,1,0,0,1,0,One year,1,Credit card (automatic),0,21,3,42,Offer B,3,5643,1
0,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,24,1,45,Offer B,4,2844,0
1,0,1,1,0,0,0,1,1,1,1,1,One year,1,Credit card (automatic),0,58,3,28,,5,2797,0
0,0,1,0,1,1,0,1,0,0,0,0,Month-to-month,0,Electronic check,0,41,0,43,Offer B,4,5357,1
1,0,0,1,1,1,1,0,1,1,1,1,Two year,1,Electronic check,0,28,1,60,Offer B,3,4104,1
1,0,1,1,0,0,1,0,1,1,0,1,Two year,0,Credit card (automatic),0,46,2,7,,3,2750,0
0,0,1,0,1,0,0,0,0,0,0,0,One year,1,Bank transfer (automatic),0,21,0,25,,3,4129,0
1,0,0,0,1,1,0,0,1,0,1,1,One year,1,Bank transfer (automatic),0,23,0,27,Offer C,3,5939,1
1,0,0,0,0,0,0,1,0,1,0,0,Month-to-month,0,Electronic check,0,53,0,10,Offer D,3,2263,0
0,1,0,0,1,1,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),0,77,0,27,,4,5990,1
0,0,0,0,1,0,0,0,1,1,0,0,One year,0,Bank transfer (automatic),0,33,0,11,Offer D,5,5899,1
1,0,1,1,0,0,1,0,0,0,1,0,Month-to-month,0,Credit card (automatic),0,56,3,4,,4,3824,0
1,0,0,0,0,0,0,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),0,19,0,68,,4,6270,0
1,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,72,0,1,Offer E,3,2469,1
0,0,0,0,1,0,0,0,0,0,0,0,One year,0,Mailed check,0,38,0,18,Offer D,4,2910,0
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,57,0,26,Offer C,5,5712,0
0,0,1,0,0,0,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),0,48,0,17,Offer D,3,5977,0
1,1,1,0,1,0,1,1,1,0,0,0,One year,1,Credit card (automatic),0,75,0,59,,4,5295,1
1,0,0,0,1,0,1,0,1,0,0,0,Two year,1,Mailed check,0,35,0,30,Offer C,3,5445,1
0,1,1,0,1,1,0,0,0,0,0,0,One year,0,Electronic check,0,79,0,50,,3,4015,0
1,0,0,0,0,0,1,0,1,1,0,1,One year,0,Mailed check,0,61,0,9,,4,5535,0
0,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,44,3,3,,4,4943,0
0,0,0,1,1,0,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),0,44,1,14,Offer D,4,5962,1
0,1,0,0,1,0,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,72,0,31,,3,2057,1
0,0,0,0,1,0,1,1,1,0,0,0,Month-to-month,0,Electronic check,0,38,0,7,,3,2845,1
1,0,1,0,1,0,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,61,0,17,Offer D,3,3526,0
1,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,22,3,32,Offer C,4,4363,0
0,1,0,0,1,0,0,0,0,0,1,0,Month-to-month,0,Mailed check,0,66,0,2,,4,4267,1
0,0,1,1,1,1,1,1,1,0,1,1,Two year,0,Credit card (automatic),0,27,3,72,,4,5723,1
0,0,1,1,1,0,1,0,0,0,0,0,Month-to-month,0,Mailed check,0,56,2,27,Offer C,3,4331,1
1,0,0,0,1,0,0,0,1,0,0,0,Month-to-month,1,Electronic check,0,55,0,7,Offer E,3,5335,1
1,0,1,1,1,0,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),0,25,1,11,Offer D,3,2136,1
0,0,1,1,1,1,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),0,62,1,72,,4,4754,1
0,1,0,0,1,1,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,65,0,4,,3,4093,1
0,0,0,0,1,1,0,0,0,0,0,0,Two year,0,Electronic check,0,30,0,71,,5,4555,0
1,0,1,1,1,1,0,0,0,0,0,0,Two year,0,Mailed check,0,28,2,47,Offer B,4,3629,0
1,1,1,0,1,0,0,1,1,0,1,0,One year,1,Electronic check,0,66,0,57,,4,5636,1
1,1,1,0,1,1,1,0,1,0,1,1,Two year,1,Credit card (automatic),0,77,0,50,,4,5324,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,23,0,8,Offer E,3,5624,0
0,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,20,2,48,Offer B,5,5461,0
0,0,0,0,1,0,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,30,0,70,,4,6072,0
1,0,0,1,1,0,1,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),0,61,1,1,,3,2706,1
1,0,1,0,1,1,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),0,62,0,8,Offer E,4,2512,1
1,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,37,3,60,Offer B,3,4020,0
1,0,1,1,1,1,0,0,0,1,1,1,One year,1,Electronic check,0,61,1,49,Offer B,3,4301,1
0,0,0,0,1,0,0,0,0,0,0,0,One year,0,Mailed check,0,30,0,29,Offer C,5,4128,0
0,0,1,0,1,1,0,0,0,0,0,0,Two year,1,Credit card (automatic),0,55,0,67,,5,5887,0
1,0,1,0,1,1,1,1,1,1,0,0,Two year,0,Credit card (automatic),0,38,0,67,,3,4361,1
0,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,40,1,6,Offer E,3,5060,0
0,0,0,0,1,1,0,1,1,0,1,1,Month-to-month,1,Electronic check,0,51,0,47,Offer B,4,3723,1
0,0,0,0,1,0,1,1,1,1,0,1,Two year,0,Mailed check,0,46,0,53,Offer B,3,4754,1
1,0,1,0,1,0,1,1,1,1,1,1,Two year,1,Mailed check,0,41,0,69,,3,5345,1
1,0,0,0,1,0,1,0,0,0,0,1,Month-to-month,1,Mailed check,0,54,0,3,Offer E,4,2500,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,38,0,4,Offer E,3,2124,1
1,0,1,1,1,1,1,1,0,1,0,1,Two year,1,Credit card (automatic),0,33,1,56,Offer B,3,5314,1
1,1,1,0,1,1,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,68,0,61,,3,6421,0
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,1,Electronic check,0,38,0,2,Offer E,4,5225,1
1,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,57,1,12,,3,2891,0
0,0,1,1,1,1,0,0,0,1,0,1,One year,1,Electronic check,0,44,1,28,Offer C,3,5823,1
1,0,0,0,1,0,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),0,50,0,24,Offer C,5,5095,1
0,0,1,1,1,1,1,1,1,1,0,1,One year,1,Electronic check,0,57,3,68,,5,5071,1
1,0,0,1,1,1,0,0,0,1,1,1,Two year,0,Mailed check,0,21,1,39,Offer C,3,3124,1
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),0,37,0,42,Offer B,3,2127,0
0,0,1,0,1,1,0,1,0,0,0,1,Month-to-month,1,Electronic check,0,56,0,6,,4,4297,1
0,0,1,0,1,0,0,0,0,0,0,0,One year,1,Credit card (automatic),0,47,0,38,Offer C,4,4411,0
1,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,64,0,18,,3,2782,0
0,0,1,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,34,0,4,,4,4580,0
1,0,1,0,1,0,0,1,0,1,0,0,Month-to-month,1,Electronic check,0,32,0,27,Offer C,4,2563,1
1,0,0,1,1,0,1,1,1,0,1,0,One year,0,Mailed check,0,44,1,41,,4,5365,1
1,0,1,1,1,0,1,0,0,1,1,1,One year,0,Electronic check,0,29,1,50,,3,5141,1
1,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Electronic check,0,24,1,72,,3,4949,0
0,0,0,0,1,1,0,0,0,0,0,0,One year,0,Credit card (automatic),0,35,0,70,,5,4467,0
1,0,1,1,1,0,0,0,0,0,0,0,One year,0,Bank transfer (automatic),0,37,2,44,,5,2471,0
0,0,1,1,1,0,0,0,0,0,0,0,One year,1,Bank transfer (automatic),0,43,1,34,Offer C,5,2272,0
0,1,1,0,1,1,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,65,0,72,Offer A,5,4397,0
1,0,1,0,1,1,0,0,0,0,0,0,Two year,1,Electronic check,0,20,0,71,,4,4058,0
0,0,0,0,1,1,0,1,1,1,1,1,Two year,1,Credit card (automatic),0,42,0,64,,5,5718,1
0,0,1,0,1,1,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,45,0,72,,3,4551,0
1,1,1,0,1,0,1,0,1,0,0,1,One year,0,Bank transfer (automatic),0,73,0,29,,3,3553,1
0,0,1,0,1,0,1,0,1,1,0,1,One year,1,Bank transfer (automatic),0,38,0,23,,3,3519,1
1,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,19,3,52,,5,4203,0
0,0,0,0,1,1,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,51,0,64,,3,5213,1
1,0,0,0,1,1,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),0,39,0,24,Offer C,3,5207,1
1,0,1,0,1,1,0,0,1,0,1,0,Month-to-month,1,Electronic check,0,39,0,2,,5,4889,1
0,0,1,1,1,0,1,1,1,1,1,1,Two year,0,Mailed check,0,41,2,34,Offer C,3,2020,1
1,0,1,1,1,1,0,0,1,1,1,1,One year,1,Mailed check,0,43,3,53,,4,5052,1
0,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,64,1,47,,5,2070,0
1,0,0,1,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,22,1,72,,4,5730,0
1,0,1,1,1,1,1,1,0,1,0,1,Two year,1,Credit card (automatic),0,25,3,72,,3,4054,1
0,0,0,0,1,0,0,0,1,1,1,1,Month-to-month,1,Electronic check,0,45,0,7,,3,5041,1
0,0,1,0,1,1,0,0,0,0,0,0,Two year,1,Credit card (automatic),0,59,0,71,,5,4742,0
0,1,0,0,1,0,0,0,1,1,1,1,One year,1,Bank transfer (automatic),0,69,0,41,,5,2227,1
1,0,1,1,0,0,1,0,0,0,1,1,Two year,0,Credit card (automatic),0,39,2,67,Offer A,4,5281,0
1,0,1,0,1,1,1,1,1,1,0,1,One year,1,Credit card (automatic),0,51,0,69,Offer A,4,5935,1
0,1,1,0,1,1,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,67,0,70,Offer A,4,5264,1
1,0,0,0,1,1,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),0,33,0,72,Offer A,3,6347,1
1,0,1,1,0,0,0,0,0,1,1,0,Two year,1,Electronic check,0,31,1,34,,5,3897,0
0,0,1,1,1,1,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,48,1,65,,3,5352,0
0,0,0,0,1,1,1,1,1,1,1,1,Two year,1,Credit card (automatic),0,60,0,70,Offer A,4,4182,1
0,0,1,1,0,0,1,0,1,0,1,1,Two year,1,Credit card (automatic),0,61,1,72,Offer A,3,4954,0
1,0,0,1,1,0,0,0,0,1,1,1,One year,1,Mailed check,0,23,2,35,,4,5510,1
0,0,1,0,1,1,1,0,1,0,1,1,One year,0,Electronic check,0,46,0,12,,3,2495,1
0,0,1,1,1,0,1,0,1,1,1,0,One year,1,Bank transfer (automatic),0,58,2,62,,3,4133,1
0,0,0,0,1,0,1,0,0,1,1,1,Month-to-month,1,Credit card (automatic),0,26,0,25,,3,3955,1
0,0,0,0,0,0,1,1,0,1,0,0,Two year,0,Mailed check,0,63,0,52,,3,4247,0
1,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),0,67,0,8,,3,2939,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,33,0,2,,3,4978,0
0,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,58,3,56,,4,5172,0
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),0,27,0,12,,4,4862,0
0,0,1,0,1,1,0,0,0,0,0,0,One year,0,Electronic check,0,20,0,47,,4,2382,0
1,1,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,0,80,0,2,,5,4577,0
0,0,0,0,1,0,0,0,1,0,0,0,Month-to-month,1,Mailed check,0,30,0,18,,5,4952,1
0,0,0,0,1,0,1,0,0,0,1,0,Month-to-month,1,Electronic check,0,43,0,8,,3,5862,1
1,0,1,0,1,1,1,0,1,0,0,0,Month-to-month,1,Mailed check,0,49,0,45,,3,3289,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,35,0,3,,5,3666,1
0,0,0,0,1,0,0,0,0,0,0,0,One year,0,Mailed check,0,22,0,38,,3,4539,0
1,0,1,0,1,1,1,1,1,1,1,1,Two year,1,Electronic check,0,46,0,72,Offer A,3,5890,1
0,0,1,1,1,1,1,1,1,0,1,0,Two year,1,Credit card (automatic),0,43,2,71,Offer A,3,4305,1
1,0,1,1,0,0,0,0,0,1,1,1,Two year,0,Bank transfer (automatic),0,33,4,66,Offer A,4,4652,0
0,0,1,1,1,1,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),0,44,3,13,,4,4734,0
0,0,1,1,1,1,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),0,52,3,65,,3,4921,1
1,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,19,3,15,,3,2742,0
0,0,1,0,1,1,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,21,0,72,Offer A,3,4067,0
0,0,1,1,1,0,0,0,1,1,1,1,Two year,1,Electronic check,0,42,3,42,,5,3265,1
0,0,1,0,1,1,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,61,0,71,Offer A,4,4066,0
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),0,31,0,35,,5,4988,0
0,0,1,1,1,0,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),0,38,2,53,,4,5989,1
1,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),0,41,0,48,,5,4399,0
0,1,0,1,1,1,0,0,0,1,1,1,Month-to-month,1,Electronic check,0,80,1,30,,4,2440,1
1,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),0,56,0,10,,5,2411,0
0,0,0,1,1,1,0,1,1,0,1,1,Month-to-month,1,Electronic check,0,62,2,12,,3,5913,1
0,1,0,0,1,0,1,0,1,1,1,0,Two year,0,Bank transfer (automatic),0,67,0,57,Offer B,4,4759,1
0,0,1,0,1,0,1,1,0,0,1,0,Month-to-month,1,Credit card (automatic),0,47,0,58,,3,5912,1
0,0,0,0,1,0,0,0,0,0,0,0,Two year,0,Mailed check,0,49,0,37,,5,5336,0
0,0,1,1,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,21,2,44,,5,5584,0
1,0,0,1,1,0,0,0,0,0,0,0,One year,0,Credit card (automatic),0,26,3,27,,3,2400,0
0,0,0,0,1,0,0,0,0,1,0,0,Month-to-month,0,Electronic check,0,52,0,8,,4,2907,1
0,1,1,0,1,0,0,1,1,0,0,1,Month-to-month,0,Bank transfer (automatic),0,72,0,25,,3,4849,1
0,0,1,1,1,1,0,1,0,0,1,1,Month-to-month,1,Electronic check,0,37,3,57,,3,6351,1
0,0,0,0,1,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,0,38,0,12,,4,4788,0
0,0,1,1,1,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),0,57,2,62,,5,4574,0
0,0,1,0,1,1,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),0,25,0,65,,5,4193,1
0,0,1,0,1,1,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),0,30,0,71,Offer A,5,4518,1
