CustomerID,Gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,City,State,Zip Code,SatisfactionScore,CLTV,Churn Reason
0244-LGNFY,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,35,1,72,,San Anselmo,California,94960,4,6342,
7274-CGTOD,Male,No,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),No,21,0,62,,San Geronimo,California,94963,4,5254,
4295-YURET,Female,Yes,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,78,1,56,Offer B,San Quentin,California,94964,4,6357,
4635-EJYPD,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,39,1,32,,Tomales,California,94971,4,4735,
1866-ZSLJM,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,31,0,21,Offer D,Valley Ford,California,94972,4,5654,
4636-TVXVG,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,28,2,62,,Woodacre,California,94973,4,4803,
4236-UJPWO,Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,34,0,2,Offer E,Alviso,California,95002,4,5786,
9392-XBGTD,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,42,2,27,,Aptos,California,95003,4,2924,
6402-SSEJG,Female,No,No,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,No,31,0,25,,Ben Lomond,California,95005,3,3695,
1169-SAOCL,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,45,0,49,,Brookdale,California,95007,5,5154,
1110-KYLGQ,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),No,46,0,63,,Campbell,California,95008,3,5331,
9929-PLVPA,Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,51,3,4,Offer E,Capitola,California,95010,3,4929,
3518-PZXZQ,Female,No,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,No,27,0,1,,Castroville,California,95012,3,2849,
2371-JUNGC,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,46,0,11,Offer D,Cupertino,California,95014,4,4032,
7693-QPEFS,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,75,0,52,Offer B,Davenport,California,95017,3,4368,
0924-BJCRC,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,No,70,0,60,Offer B,Felton,California,95018,3,4340,
5074-FBGHB,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,47,0,64,,Freedom,California,95019,4,6443,
2351-BKRZW,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),No,30,1,43,,Gilroy,California,95020,3,3976,
4455-BFSPD,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),No,35,0,61,,Escondido,California,92027,3,5177,
3948-KXDUF,Male,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),No,64,0,66,,Los Gatos,California,95033,4,5454,
2323-ARSVR,Male,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,51,0,67,,Milpitas,California,95035,3,6103,
0815-MFZGM,Female,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,54,0,42,,Morgan Hill,California,95037,4,4545,
5480-XTFFL,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,60,3,31,Offer C,Mount Hermon,California,95041,3,5225,
8295-FHIVV,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,63,0,7,,Paicines,California,95043,5,5873,
9086-YJYXS,Male,No,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),No,23,1,34,Offer C,San Martin,California,95046,5,3997,
1179-INLAT,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,No,33,0,3,,Santa Clara,California,95050,4,2787,
7909-FIOIY,Female,No,Yes,Yes,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,21,1,19,Offer D,Santa Clara,California,95051,5,2958,
6351-SCJKT,Male,No,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,No,32,0,3,,Santa Cruz,California,95062,3,5534,
5468-BPMMO,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No,59,0,46,,Santa Cruz,California,95064,5,5092,
0197-PNKNK,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),No,47,1,69,,Scotts Valley,California,95066,3,5629,
2439-QKJUL,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,31,0,5,,Saratoga,California,95070,3,5064,
1194-SPVSP,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No,20,0,1,,Soquel,California,95073,3,3625,
9534-NSXEM,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No,28,0,26,Offer C,Watsonville,California,95076,3,2194,
8929-KSWIH,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,21,0,25,Offer C,San Jose,California,95111,4,3847,
2250-IVBWA,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,47,2,64,,San Jose,California,95112,3,5168,
1810-MVMAI,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,No,31,1,30,Offer C,San Jose,California,95113,3,4104,
9506-UXUSK,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,53,0,13,Offer D,San Jose,California,95116,5,4599,
1229-RCALF,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No,37,0,64,,San Jose,California,95117,4,5189,
3572-UOLYZ,Female,No,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No,28,2,46,,San Jose,California,95118,3,5756,
1429-UYJSV,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,57,0,12,Offer D,San Jose,California,95119,4,3423,
6366-XIVKZ,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,No,40,3,13,,San Jose,California,95122,3,5916,
3470-OBUET,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),No,49,2,67,,San Jose,California,95123,3,4188,
2770-NSVDG,Male,No,Yes,No,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,No,25,0,24,Offer C,San Jose,California,95124,3,4636,
9375-MHRRS,Male,No,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,No,37,0,6,Offer E,San Jose,California,95125,5,3929,
4860-YZGZM,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,No,27,0,10,,San Jose,California,95128,3,2706,
6599-GZWCM,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,No,39,0,13,,San Jose,California,95129,5,4172,
5533-NHFRF,Male,Yes,No,No,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,No,75,0,7,,San Jose,California,95132,4,3410,
7037-MTYVW,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,26,2,38,Offer C,San Jose,California,95133,4,5292,
4760-THGOT,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,33,0,43,,San Jose,California,95134,3,4392,
4016-BJKTZ,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,20,0,25,Offer C,San Jose,California,95136,4,4398,
6584-VQMYT,Male,No,No,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,No,19,2,27,Offer C,San Jose,California,95138,4,5978,
9838-BFCQT,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,61,2,72,,San Jose,California,95139,3,5475,
2790-XUYMV,Male,No,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),No,19,1,71,,Mount Hamilton,California,95140,4,4777,
0581-MDMPW,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,63,0,24,Offer C,San Jose,California,95148,3,5557,
1023-BQXZE,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,30,0,57,,Stockton,California,95203,4,5548,
9163-GHAYE,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,34,0,15,,Stockton,California,95204,5,5584,
3904-UKFRE,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,27,0,4,Offer E,Stockton,California,95205,3,2333,
5353-WILCI,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,51,0,28,Offer C,Stockton,California,95206,3,4468,
0058-EVZWM,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,37,0,55,Offer B,Stockton,California,95209,3,5875,
7009-PCARS,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,53,2,55,Offer B,Stockton,California,95215,5,4391,
0519-DRGTI,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,58,3,20,,Stockton,California,95219,4,2522,
1017-FBQMM,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,47,2,62,Offer B,Acampo,California,95220,4,6361,
1985-MBRYP,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,44,0,43,Offer B,Arnold,California,95223,3,3678,
9372-TXXPS,Female,No,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),No,49,0,60,Offer B,Burson,California,95225,3,4029,
3259-QMXUN,Male,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No,38,0,58,Offer B,Campo Seco,California,95226,3,5666,
1015-JPFYW,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,47,2,7,,Clements,California,95227,3,5084,
6645-MXQJT,Male,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,40,1,2,Offer E,Copperopolis,California,95228,3,5745,
4360-QRAVE,Male,Yes,No,No,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,No,75,0,37,Offer C,Farmington,California,95230,5,2494,
8433-WPJTV,Female,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,76,3,65,Offer B,French Camp,California,95231,3,5669,
5804-JMYIO,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,40,3,39,Offer C,Glencoe,California,95232,3,3944,
6484-LATFU,Male,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,20,0,68,,Linden,California,95236,3,6042,
7599-NTMDP,Female,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),No,32,2,62,Offer B,Lockeford,California,95237,3,5453,
0536-ACXIP,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,No,34,0,72,,Lodi,California,95242,3,6452,
0936-NQLJU,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,40,0,41,Offer B,Mokelumne Hill,California,95245,3,5062,
1575-KRZZE,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,64,0,4,Offer E,Murphys,California,95247,3,4042,
3251-YMVWZ,Male,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,34,0,53,Offer B,San Andreas,California,95249,3,4865,
4884-LEVMQ,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),No,39,0,39,Offer C,Valley Springs,California,95252,5,2165,
8857-CUPFQ,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,57,0,63,Offer B,Wallace,California,95254,3,4538,
7610-TVOPG,Male,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No,48,0,15,,West Point,California,95255,3,2723,
3638-DIMPH,Female,No,Yes,No,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,No,34,0,13,,Wilseyville,California,95257,3,4369,
1845-ZLLIG,Male,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,No,45,0,1,Offer E,Woodbridge,California,95258,3,4014,
8559-WNQZS,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,37,0,1,Offer E,Atwater,California,95301,3,5925,
1699-UOTXU,Male,No,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,No,24,0,60,Offer B,Big Oak Flat,California,95305,3,6209,
0635-WKOLD,Male,No,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),No,33,0,40,Offer B,Ceres,California,95307,5,5507,
5993-JSUWV,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),No,25,0,66,,Columbia,California,95310,3,5133,
4518-FZBSX,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,57,2,42,Offer B,Coulterville,California,95311,4,4439,
5387-ASZNZ,Female,Yes,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),No,72,0,66,Offer A,Cressey,California,95312,3,4657,
6988-CJEYV,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,56,0,49,Offer B,Crows Landing,California,95313,3,6148,
3097-FQTVJ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,23,0,41,Offer B,Denair,California,95316,4,5913,
5465-BUBFA,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,34,1,41,Offer B,El Nido,California,95317,3,4180,
7299-GNVPL,Female,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,No,19,2,23,,El Portal,California,95318,3,2177,
9743-DQKQW,Male,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,28,0,3,Offer E,Escalon,California,95320,5,2013,
1215-VFYVK,Female,No,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,No,19,0,4,Offer E,Groveland,California,95321,3,2682,
9371-BITHB,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,27,1,52,Offer B,Gustine,California,95322,4,5432,
9093-FPDLG,Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,No,54,0,11,,Hilmar,California,95324,3,2405,
0541-FITGH,Female,No,Yes,No,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,No,59,0,2,Offer E,Hornitos,California,95325,3,5766,
6985-HAYWX,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,50,0,26,,Hughson,California,95326,3,5168,
7508-KBIMB,Male,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),No,33,3,24,,Jamestown,California,95327,4,3607,
6838-HVLXG,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,26,0,12,,Keyes,California,95328,3,4177,
2277-DJJDL,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,69,0,60,Offer B,La Grange,California,95329,3,4763,
1897-OKVMW,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No,44,1,64,,Lathrop,California,95330,4,5240,
5485-ITNPC,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,42,0,66,,Le Grand,California,95333,3,5137,
0233-FTHAV,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),No,24,0,60,,Livingston,California,95334,3,5687,
4644-PIZRT,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),No,36,3,17,,Long Barn,California,95335,3,2704,
8922-NPKBJ,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,63,2,42,,Manteca,California,95336,4,3433,
2740-TVLFN,Male,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,42,0,1,Offer E,Manteca,California,95337,3,3043,
7771-CFQRQ,Female,No,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),No,32,3,47,,Mariposa,California,95338,3,5144,
9512-PHSMG,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,27,0,10,,Merced,California,95340,3,4907,
6963-EZQEE,Male,Yes,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,69,0,70,,Midpines,California,95345,3,4097,
2452-KDRRH,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,76,0,67,,Mi Wuk Village,California,95346,4,5269,
4146-SVFUD,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,45,0,1,,Modesto,California,95351,4,4864,
1564-HJUVY,Male,No,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,53,0,4,,Modesto,California,95354,5,2624,
3617-XLSGQ,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),No,61,2,66,,Modesto,California,95355,3,5865,
7517-LDMPS,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,31,0,12,,Modesto,California,95356,5,4807,
7244-KXYZN,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),No,25,0,24,,Modesto,California,95357,4,4690,
5226-NOZFC,Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,48,0,26,,Modesto,California,95358,3,3178,
1400-WIVLL,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,31,0,57,,Oakdale,California,95361,3,4687,
8148-NLEGT,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,No,47,3,42,,Pinecrest,California,95364,5,4650,
8347-GDTMP,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,25,0,64,,Ripon,California,95366,3,5113,
6746-WAUWT,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No,62,0,19,,Salida,California,95368,4,4431,
0428-IKYCP,Male,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,56,0,22,,Sonora,California,95370,4,5233,
2187-PKZAY,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No,23,0,12,,Stevinson,California,95374,5,2968,
4003-OCTMP,Female,No,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,No,55,0,31,,Tracy,California,95376,4,5191,
6652-YFFJO,Female,No,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,42,0,11,Offer D,Tuolumne,California,95379,5,2775,
7225-IILWY,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,36,1,68,,Turlock,California,95380,4,5434,
5248-RPYWW,Female,Yes,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,78,1,72,,Turlock,California,95382,3,4606,
7923-IYJWY,Male,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,68,0,67,,Twain Harte,California,95383,3,5896,
3170-GWYKC,Female,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,30,0,60,,Vernalis,California,95385,4,5926,
9830-ECLEN,Male,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,No,21,3,58,,Winton,California,95388,4,4704,
2668-TZSPS,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,32,0,1,,Santa Rosa,California,95403,5,2664,
7446-SFAOA,Female,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),No,54,0,37,,Santa Rosa,California,95407,4,5707,
9522-ZSINC,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,No,34,0,13,Offer D,Santa Rosa,California,95409,3,2252,
8234-GSZYK,Male,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,39,0,43,,Albion,California,95410,4,3881,
6505-OZNPG,Female,No,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,No,21,0,6,,Annapolis,California,95412,4,3909,
6164-HAQTX,Male,No,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),No,46,0,71,,Boonville,California,95415,3,4094,
7765-LWVVH,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,No,39,2,72,,Caspar,California,95420,3,5584,
1658-TJVOA,Female,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,65,0,6,,Cazadero,California,95421,3,4716,
0953-LGOVU,Male,No,Yes,Yes,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,No,19,3,12,Offer D,Clearlake,California,95422,4,2562,
4692-NNQRU,Female,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,No,49,0,21,Offer D,Cloverdale,California,95425,3,4900,
7742-MYPGI,Female,No,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,39,2,6,,Cobb,California,95426,4,4538,
9619-GSATL,Female,No,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,No,38,0,43,,Dos Rios,California,95429,4,3350,
5622-UEJFI,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),No,53,1,35,,Duncans Mills,California,95430,3,5070,
0674-DGMAQ,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,78,0,32,Offer C,Elk,California,95432,5,5804,
6203-HBZPA,Male,No,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,57,0,52,,Forestville,California,95436,4,5380,
