Gender,SeniorCitizen,Partner,Dependents,Phone Service,Multiple Lines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChurnLabel,Age,NumDependents,TenureMonths,Offer,City,State,Zip Code,SatisfactionScore,CLTV,Churn Reason
Female,0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,0,51,0,3,,Downey,California,90241,5,2330,
Female,1,0,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0,79,0,17,,Downey,California,90242,4,4425,
Male,0,1,0,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,0,62,0,30,,El Segundo,California,90245,4,3712,
Male,0,0,0,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,0,39,0,31,,Gardena,California,90247,4,4443,
Female,0,0,0,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),0,57,0,45,Offer B,Gardena,California,90248,3,5937,
Male,0,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),0,30,0,64,Offer B,Gardena,California,90249,3,5519,
Male,1,1,1,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Electronic check,0,80,2,61,,Huntington Park,California,90255,5,5177,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0,46,0,1,,Lawndale,California,90260,4,5279,
Male,0,1,1,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),0,51,1,72,Offer A,Malibu,California,90263,3,4700,
Female,0,1,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,0,61,0,7,,Manhattan Beach,California,90266,5,5014,
Female,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),0,43,0,66,Offer A,Maywood,California,90270,5,4958,
Male,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),0,61,1,40,Offer B,Palos Verdes Peninsula,California,90274,3,5918,
Male,0,0,0,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),0,24,0,16,,Rancho Palos Verdes,California,90275,5,3360,
Male,0,1,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,19,0,67,Offer A,Redondo Beach,California,90278,4,4833,
Female,0,1,0,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),0,45,0,41,Offer B,South Gate,California,90280,3,2719,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0,58,1,56,Offer B,Topanga,California,90290,3,4681,
Female,0,0,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),0,25,0,72,Offer A,Venice,California,90291,4,5567,
Female,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,58,0,54,Offer B,Playa Del Rey,California,90293,5,4212,
Male,1,0,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,0,75,0,52,,Inglewood,California,90301,5,4993,
Female,0,0,0,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),0,63,0,50,Offer B,Inglewood,California,90302,4,5306,
Male,0,1,0,1,No,DSL,Yes,No,No,No,No,No,One year,0,Credit card (automatic),0,33,0,27,,Inglewood,California,90304,3,3560,
Female,1,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),0,70,0,72,,Inglewood,California,90305,4,5153,
Male,0,0,0,1,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),0,56,0,62,Offer B,Santa Monica,California,90401,4,5974,
Female,0,0,0,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,0,59,0,12,Offer D,Santa Monica,California,90402,3,3854,
Female,1,0,0,1,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),0,76,0,44,,Santa Monica,California,90403,5,3253,
Male,0,1,1,1,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),0,31,8,54,Offer B,Santa Monica,California,90404,3,4387,
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0,49,0,68,Offer A,Santa Monica,California,90405,4,5740,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0,20,0,20,Offer D,Torrance,California,90501,3,4958,
Male,0,1,0,1,Yes,DSL,No,No,Yes,No,No,No,One year,0,Bank transfer (automatic),0,46,0,50,Offer B,Torrance,California,90502,4,4322,
Male,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0,42,0,58,Offer B,Torrance,California,90503,4,6490,
Male,0,1,1,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),0,41,3,35,,Torrance,California,90504,3,2622,
Female,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,0,31,0,2,,Torrance,California,90505,3,4964,
Male,0,1,0,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,0,35,0,63,Offer B,Whittier,California,90601,3,5113,
Female,0,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),0,35,0,58,Offer B,Whittier,California,90602,3,4761,
Female,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,0,37,0,27,,Whittier,California,90603,4,2269,
Female,0,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0,57,0,71,Offer A,Whittier,California,90604,3,4144,
Female,0,0,0,1,No,DSL,No,No,Yes,No,No,Yes,One year,0,Credit card (automatic),0,35,0,63,Offer B,Whittier,California,90605,3,6312,
Male,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),0,40,0,71,Offer A,Whittier,California,90606,4,6035,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),0,51,1,68,Offer A,Cypress,California,90630,4,6303,
Male,0,1,1,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,0,32,2,1,,La Habra,California,90631,4,5068,
Male,1,0,0,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,0,67,0,65,,La Mirada,California,90638,3,5692,
Male,1,1,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),0,77,0,72,,Montebello,California,90640,5,4055,
Female,0,0,0,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),0,37,0,28,,Norwalk,California,90650,3,2885,
Male,0,1,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,54,2,72,Offer A,Pico Rivera,California,90660,4,4185,
Female,0,0,0,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,0,36,0,2,,Santa Fe Springs,California,90670,3,2686,
Male,1,1,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,0,80,0,60,,Artesia,California,90701,4,4040,
Female,1,0,0,1,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,0,79,0,26,,Cerritos,California,90703,5,3225,
Male,0,1,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0,39,0,68,Offer A,Harbor City,California,90710,3,4451,
Female,1,1,0,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),0,79,0,42,,Lakewood,California,90713,3,5573,
Female,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),0,54,0,57,Offer B,Lakewood,California,90715,4,6064,
Male,0,1,0,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,0,45,0,54,Offer B,Hawaiian Gardens,California,90716,4,4778,
Female,0,1,0,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Mailed check,0,60,0,44,Offer B,Los Alamitos,California,90720,3,2059,
Male,0,1,1,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),0,64,1,42,Offer B,Paramount,California,90723,3,4701,
Male,0,1,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0,27,1,72,Offer A,San Pedro,California,90731,3,6232,
Female,0,1,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,0,26,0,71,Offer A,San Pedro,California,90732,3,4644,
Female,0,1,0,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),0,20,0,23,Offer D,Sunset Beach,California,90742,5,2590,
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,35,0,30,,Surfside,California,90743,3,3986,
Male,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),0,40,0,35,,Wilmington,California,90744,3,4419,
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),0,54,0,1,,Carson,California,90746,4,5913,
Male,0,0,0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,0,22,0,22,Offer D,Long Beach,California,90802,3,4838,
Male,0,1,0,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Mailed check,0,26,0,7,,Long Beach,California,90803,4,3345,
Female,0,0,0,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Mailed check,0,46,0,36,,Long Beach,California,90804,3,2751,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0,39,1,34,,Long Beach,California,90805,3,5099,
Male,0,1,0,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Credit card (automatic),0,25,0,72,Offer A,Long Beach,California,90806,3,6330,
Male,0,1,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,48,1,36,,Long Beach,California,90807,3,3040,
Female,0,1,1,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),0,35,1,71,Offer A,Long Beach,California,90814,3,5647,
Female,1,0,0,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,0,66,0,23,,Long Beach,California,90815,5,3558,
Male,0,1,0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),0,33,0,17,Offer D,Long Beach,California,90822,5,5228,
Male,0,0,0,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,0,26,0,1,,Altadena,California,91001,5,2954,
Male,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0,44,3,12,Offer D,Arcadia,California,91006,4,5104,
Female,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,51,0,72,Offer A,Arcadia,California,91007,4,6302,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0,33,0,1,,Duarte,California,91010,3,4629,
Male,1,1,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),0,65,0,72,,La Canada Flintridge,California,91011,3,6120,
Male,0,1,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),0,50,4,60,Offer B,Monrovia,California,91016,5,5100,
Female,0,1,0,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),0,38,0,61,Offer B,Montrose,California,91020,3,4159,
Female,0,1,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,0,27,0,6,Offer E,Sierra Madre,California,91024,4,4227,
Male,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0,29,1,72,Offer A,Pasadena,California,91101,3,5265,
Female,0,0,0,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,0,42,0,32,,Pasadena,California,91103,5,4454,
Male,0,1,0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,0,52,0,65,Offer B,Pasadena,California,91104,5,6358,
Female,0,1,1,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),0,54,2,45,Offer B,Pasadena,California,91105,3,3937,
Male,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,0,20,0,42,,Pasadena,California,91106,5,3756,
Male,0,0,0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0,64,0,8,Offer E,Pasadena,California,91107,4,5514,
Male,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0,38,2,32,,San Marino,California,91108,4,3114,
Female,1,1,0,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,0,73,0,22,Offer D,Glendale,California,91201,3,2136,
Male,0,0,0,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,0,33,0,1,Offer E,Glendale,California,91203,4,5092,
Female,0,1,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,0,25,0,1,Offer E,Glendale,California,91205,5,5669,
Male,1,0,0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,0,69,0,54,,Glendale,California,91208,5,5232,
Female,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),0,24,0,4,Offer E,La Crescenta,California,91214,3,3808,
Female,0,1,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,0,23,0,56,,Calabasas,California,91302,5,5052,
Male,0,0,0,1,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0,61,0,45,,Canoga Park,California,91303,4,2185,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,22,2,71,,Canoga Park,California,91304,3,5921,
Male,0,1,0,1,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),0,49,0,59,,Winnetka,California,91306,3,6432,
Male,0,0,0,0,No phone service,DSL,No,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),0,37,0,69,,West Hills,California,91307,5,4043,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0,62,0,19,Offer D,Chatsworth,California,91311,3,2916,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,24,2,55,,Encino,California,91316,5,5366,
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0,48,0,38,,Newbury Park,California,91320,5,4705,
Female,1,1,0,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),0,78,0,47,,Northridge,California,91324,3,4074,
Male,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,0,35,2,46,,San Fernando,California,91340,5,3392,
Female,0,1,0,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),0,22,0,65,,North Hills,California,91343,4,5657,
Male,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0,21,3,71,,Santa Clarita,California,91350,4,5497,
Female,1,0,0,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,0,78,0,52,,Sun Valley,California,91352,3,5185,
Male,0,1,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0,37,0,6,,Valencia,California,91354,4,5161,
Female,1,1,0,1,No,DSL,No,No,Yes,No,No,Yes,One year,0,Mailed check,0,76,0,26,,Valencia,California,91355,5,2502,
Male,1,0,0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,0,71,0,48,,Tarzana,California,91356,4,3061,
Female,0,1,1,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),0,42,2,64,,Thousand Oaks,California,91360,4,5133,
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),0,49,0,1,Offer E,Thousand Oaks,California,91362,5,5925,
Male,0,1,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,48,1,72,,Woodland Hills,California,91364,4,4264,
Male,0,0,0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,0,50,0,1,Offer E,Woodland Hills,California,91367,4,3173,
Female,0,1,1,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,0,41,3,51,,Oak Park,California,91377,3,5457,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0,45,1,41,,Stevenson Ranch,California,91381,3,2902,
Female,0,1,0,1,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),0,59,0,72,,Castaic,California,91384,3,5176,
Female,0,1,0,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),0,64,0,43,,Van Nuys,California,91401,4,3110,
Male,0,1,0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0,64,0,72,,Fallbrook,California,92028,3,4965,
Male,0,1,0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),0,21,0,47,,Sherman Oaks,California,91403,5,4977,
Male,0,0,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),0,61,0,72,,Van Nuys,California,91405,4,6468,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),0,23,0,3,Offer E,Van Nuys,California,91406,5,2406,
Male,0,0,0,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),0,39,0,26,,Encino,California,91436,4,4512,
Male,0,1,1,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,0,28,3,29,,Burbank,California,91501,3,5517,
Male,0,0,0,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Bank transfer (automatic),0,50,0,27,,Burbank,California,91504,3,3616,
Male,0,1,1,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),0,30,2,24,,Burbank,California,91505,3,3359,
Male,0,1,0,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),0,60,0,67,,Burbank,California,91506,3,5356,
Female,0,0,0,1,No,DSL,No,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),0,55,0,23,Offer D,North Hollywood,California,91602,3,2499,
Male,0,0,0,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,0,63,0,14,Offer D,Studio City,California,91604,5,3448,
Male,1,0,0,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),0,72,0,4,,Valley Village,California,91607,3,2104,
Male,0,0,1,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,0,46,2,16,Offer D,Rancho Cucamonga,California,91701,4,5172,
Female,0,1,0,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0,47,0,46,,Azusa,California,91702,3,4818,
Male,0,0,0,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),0,62,0,68,,Baldwin Park,California,91706,4,4280,
Male,0,0,0,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,0,51,0,38,,Chino Hills,California,91709,3,5858,
Male,0,0,0,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),0,49,0,17,Offer D,Covina,California,91722,5,5687,
Male,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0,25,1,4,Offer E,Covina,California,91723,4,2347,
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,0,35,0,12,Offer D,Covina,California,91724,5,4628,
Male,0,1,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0,57,0,72,,Rancho Cucamonga,California,91730,3,4528,
Male,0,0,0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0,58,0,3,Offer E,El Monte,California,91731,3,4345,
Female,0,0,0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,0,38,0,41,,South El Monte,California,91733,3,3089,
Male,0,0,0,0,No phone service,DSL,No,Yes,No,Yes,No,No,One year,0,Credit card (automatic),0,55,0,40,,Rancho Cucamonga,California,91737,3,5323,
Female,0,0,0,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,0,44,0,7,Offer E,Rancho Cucamonga,California,91739,4,3601,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,24,0,69,,Glendora,California,91740,4,4328,
Male,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,0,64,0,7,,Glendora,California,91741,5,2874,
Female,0,1,1,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,0,22,1,5,,La Puente,California,91744,3,5973,
Female,0,1,1,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),0,57,1,72,,Hacienda Heights,California,91745,4,5146,
Male,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),0,64,0,44,,La Puente,California,91746,3,3093,
Female,0,0,0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,0,59,0,65,,Rowland Heights,California,91748,5,6153,
Female,0,0,0,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,0,20,0,3,,La Verne,California,91750,5,5277,
Male,0,0,0,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),0,45,0,24,,Mira Loma,California,91752,5,2515,
Female,1,1,0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),0,70,0,72,,Monterey Park,California,91755,3,4627,
Male,0,0,0,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,0,28,0,24,,Mt Baldy,California,91759,3,3407,
Male,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),0,43,0,22,Offer D,Ontario,California,91762,4,3727,
Male,0,1,0,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0,33,0,70,,Montclair,California,91763,5,6354,
Male,0,1,1,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,0,55,3,25,,Ontario,California,91764,4,3192,
Male,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0,24,3,37,,Diamond Bar,California,91765,3,2745,
Female,1,1,1,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),0,71,1,22,Offer D,Pomona,California,91766,5,2656,
Female,0,1,0,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),0,39,0,59,,Pomona,California,91767,5,6225,
Male,0,1,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0,19,3,1,,San Gabriel,California,91775,5,4396,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,0,28,0,3,,San Gabriel,California,91776,5,5296,
Female,0,1,0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),0,29,0,53,,Temple City,California,91780,3,5713,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0,27,0,1,,Upland,California,91784,3,3586,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,0,59,0,20,Offer D,Upland,California,91786,4,2860,
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),0,61,0,51,Offer B,West Covina,California,91790,5,5089,
Female,0,1,0,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),0,56,0,51,Offer B,West Covina,California,91791,3,4207,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,0,21,3,13,,West Covina,California,91792,4,2816,
Female,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,0,28,0,1,,Alhambra,California,91801,5,3901,
Male,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,0,53,1,1,,Alhambra,California,91803,3,3389,
Male,0,0,0,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Electronic check,0,46,0,63,Offer B,Alpine,California,91901,3,5342,
Male,0,0,0,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,0,64,0,3,,Bonita,California,91902,5,2168,
Male,0,0,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),0,49,0,46,Offer B,Boulevard,California,91905,4,2776,
Male,0,0,0,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),0,31,0,1,,Campo,California,91906,4,4796,
Female,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),0,60,1,71,,Chula Vista,California,91911,4,4941,
